ref x,ref y),x,y0.000000,0,0.003551,0.000045
12.271138,14.303824,12.319885,14.318317,,,
12.271138,14.303824,12.299247,14.341975,,,
12.271138,14.303824,12.277808,14.366761,,,
12.211731,14.384322,12.256225,14.392118,,,
12.211731,14.384322,12.234829,14.417864,,,
12.211731,14.384322,12.213723,14.443941,,,
12.151433,14.464154,12.192649,14.470214,,,
12.151433,14.464154,12.171362,14.496596,,,
12.151433,14.464154,12.149641,14.523007,,,
12.090251,14.543311,12.127326,14.54935,,,
12.090251,14.543311,12.104432,14.575516,,,
12.028193,14.621783,12.081114,14.60142,,,
12.028193,14.621783,12.057462,14.627025,,,
12.028193,14.621783,12.03353,14.652322,,,
11.965268,14.699561,12.009358,14.677325,,,
11.965268,14.699561,11.984968,14.702047,,,
11.965268,14.699561,11.960377,14.726502,,,
11.901482,14.776635,11.935598,14.750705,,,
11.901482,14.776635,11.910784,14.774659,,,
11.901482,14.776635,11.886208,14.798422,,,
11.836843,14.852995,11.861995,14.822135,,,
11.836843,14.852995,11.838197,14.845957,,,
11.836843,14.852995,11.814829,14.870038,,,
11.771359,14.928632,11.791817,14.894412,,,
11.771359,14.928632,11.769053,14.919057,,,
11.771359,14.928632,11.746472,14.943944,,,
11.705039,15.003536,11.724027,14.969036,,,
11.705039,15.003536,11.701569,14.99424,,,
11.705039,15.003536,11.678876,15.019449,,,
11.63789,15.077698,11.655754,15.044581,,,
11.63789,15.077698,11.632026,15.069563,,,
11.63789,15.077698,11.607585,15.094295,,,
11.56992,15.151109,11.58257,15.118693,,,
11.56992,15.151109,11.557132,15.142703,,,
11.56992,15.151109,11.531363,15.166317,,,
11.501138,15.223759,11.505322,15.189552,,,
11.501138,15.223759,11.479046,15.212429,,,
11.501138,15.223759,11.452563,15.234972,,,
11.431553,15.295641,11.425891,15.257205,,,
11.431553,15.295641,11.399062,15.279143,,,
11.431553,15.295641,11.372348,15.300831,,,
11.361173,15.366744,11.345934,15.322384,,,
11.361173,15.366744,11.319899,15.343968,,,
11.361173,15.366744,11.294271,15.365751,,,
11.290008,15.437062,11.269029,15.387854,,,
11.290008,15.437062,11.244057,15.410252,,,
11.290008,15.437062,11.219276,15.432919,,,
11.218065,15.506584,11.194635,15.455818,,,
11.218065,15.506584,11.170099,15.478909,,,
11.218065,15.506584,11.14564,15.502157,,,
11.145354,15.575302,11.121238,15.525531,,,
11.145354,15.575302,11.096878,15.549006,,,
11.071885,15.643209,11.072548,15.572559,,,
11.071885,15.643209,11.048237,15.59617,,,
11.071885,15.643209,11.023939,15.619826,,,
10.997664,15.710293,10.999645,15.643512,,,
10.997664,15.710293,10.975353,15.667223,,,
10.997664,15.710293,10.951055,15.690944,,,
10.922702,15.776546,10.926751,15.714674,,,
10.922702,15.776546,10.902436,15.738406,,,
10.922702,15.776546,10.878056,15.762109,,,
10.847008,15.841964,10.853436,15.785669,,,
10.847008,15.841964,10.828549,15.809051,,,
10.847008,15.841964,10.803468,15.832265,,,
10.770591,15.906535,10.778229,15.855316,,,
10.770591,15.906535,10.752861,15.878217,,,
10.770591,15.906535,10.727378,15.900976,,,
10.693461,15.970254,10.701795,15.923608,,,
10.693461,15.970254,10.67612,15.94612,,,
10.693461,15.970254,10.650361,15.968523,,,
10.615628,16.033112,10.624524,15.990823,,,
10.615628,16.033112,10.598613,16.013025,,,
10.615628,16.033112,10.572631,16.035136,,,
10.537102,16.0951,10.546582,16.057158,,,
10.537102,16.0951,10.520467,16.079097,,,
10.537102,16.0951,10.494289,16.100954,,,
10.457891,16.156214,10.468049,16.12273,,,
10.457891,16.156214,10.441749,16.14443,,,
10.457891,16.156214,10.415388,16.16605,,,
10.378006,16.216442,10.38897,16.187597,,,
10.378006,16.216442,10.362493,16.209068,,,
10.378006,16.216442,10.33596,16.230465,,,
10.297457,16.275778,10.30937,16.251791,,,
10.297457,16.275778,10.282723,16.27304,,,
10.297457,16.275778,10.256021,16.294217,,,
10.216252,16.334215,10.229265,16.315324,,,
10.216252,16.334215,10.202453,16.336357,,,
10.216252,16.334215,10.175586,16.357317,,,
10.134402,16.391747,10.148665,16.378204,,,
10.134402,16.391747,10.12169,16.399019,,,
10.134402,16.391747,10.094957,16.419535,,,
10.051918,16.448364,10.070289,16.438049,,,
10.051918,16.448364,10.046742,16.45517,,,
10.051918,16.448364,10.023431,16.471482,,,
9.96881,16.504061,9.999974,16.487217,,,
9.96881,16.504061,9.976349,16.502499,,,
9.96881,16.504061,9.95257,16.517385,,,
9.96881,16.504061,9.928654,16.531918,,,
9.885088,16.558832,9.904617,16.546135,,,
9.885088,16.558832,9.881658,16.559381,,,
9.885088,16.558832,9.863773,16.569194,,,
9.885088,16.558832,9.848926,16.577082,,,
9.800763,16.612667,9.835527,16.584033,,,
9.800763,16.612667,9.820914,16.591515,,,
9.800763,16.612667,9.799285,16.602817,,,
9.800763,16.612667,9.773326,16.616743,,,
9.715845,16.665562,9.745477,16.632051,,,
9.715845,16.665562,9.716927,16.648189,,,
9.715845,16.665562,9.688237,16.664965,,,
9.630343,16.71751,9.65965,16.68232,,,
9.630343,16.71751,9.6312,16.700134,,,
9.630343,16.71751,9.602869,16.718299,,,
9.544271,16.768501,9.574666,16.736793,,,
9.544271,16.768501,9.546675,16.755741,,,
9.544271,16.768501,9.518932,16.77526,,,
9.457636,16.818533,9.491456,16.795464,,,
9.457636,16.818533,9.464293,16.816433,,,
9.457636,16.818533,9.437477,16.838066,,,
9.370449,16.867596,9.411007,16.8602,,,
9.370449,16.867596,9.384873,16.882741,,,
9.370449,16.867596,9.359047,16.905614,,,
9.282722,16.915688,9.333489,16.928633,,,
9.282722,16.915688,9.308105,16.951555,,,
9.282722,16.915688,9.282817,16.974319,,,
9.194468,16.962801,9.257469,16.996848,,,
9.194468,16.962801,9.231772,17.018958,,,
9.194468,16.962801,9.20564,17.040662,,,
9.105694,17.00893,9.178944,17.061922,,,
9.105694,17.00893,9.151615,17.082681,,,
9.105694,17.00893,9.123576,17.102928,,,
9.016413,17.054073,9.094706,17.122619,,,
9.016413,17.054073,9.064883,17.141686,,,
9.016413,17.054073,9.034116,17.160019,,,
8.926636,17.098223,9.002688,17.177607,,,
8.926636,17.098223,8.970836,17.194456,,,
8.926636,17.098223,8.938693,17.210595,,,
8.836374,17.141375,8.906312,17.22598,,,
8.836374,17.141375,8.873726,17.240571,,,
8.836374,17.141375,8.840995,17.254473,,,
8.745638,17.183523,8.808177,17.267893,,,
8.745638,17.183523,8.775297,17.280788,,,
8.745638,17.183523,8.742698,17.293289,,,
8.654439,17.224663,8.710567,17.305581,,,
8.654439,17.224663,8.678935,17.317877,,,
8.654439,17.224663,8.647756,17.33037,,,
8.562788,17.264791,8.61697,17.343225,,,
8.562788,17.264791,8.586515,17.356584,,,
8.562788,17.264791,8.556338,17.370562,,,
8.470696,17.303898,8.526402,17.385262,,,
8.470696,17.303898,8.496682,17.400779,,,
8.470696,17.303898,8.467193,17.417127,,,
8.378177,17.34198,8.437924,17.433929,,,
8.378177,17.34198,8.408774,17.45093,,,
8.378177,17.34198,8.379598,17.467936,,,
8.285239,17.379028,8.350238,17.484794,,,
8.285239,17.379028,8.320548,17.501389,,,
8.285239,17.379028,8.29039,17.517607,,,
8.191895,17.415037,8.259632,17.533343,,,
8.191895,17.415037,8.228157,17.548505,,,
8.191895,17.415037,8.195855,17.562998,,,
8.098158,17.450001,8.162768,17.576715,,,
8.098158,17.450001,8.129224,17.589614,,,
8.004038,17.483912,8.095415,17.601718,,,
8.004038,17.483912,8.061448,17.613093,,,
8.004038,17.483912,8.02738,17.623785,,,
7.909546,17.516764,7.993247,17.633851,,,
7.909546,17.516764,7.959069,17.64333,,,
7.909546,17.516764,7.925942,17.652076,,,
7.814695,17.548552,7.894516,17.660149,,,
7.814695,17.548552,7.864005,17.667887,,,
7.814695,17.548552,7.833902,17.67542,,,
7.719496,17.579268,7.803956,17.682809,,,
7.719496,17.579268,7.774048,17.690076,,,
7.719496,17.579268,7.744121,17.697223,,,
7.719496,17.579268,7.714149,17.704246,,,
7.62396,17.608912,7.684122,17.711137,,,
7.62396,17.608912,7.654039,17.717889,,,
7.62396,17.608912,7.623899,17.724495,,,
7.5281,17.637489,7.593705,17.730946,,,
7.5281,17.637489,7.563459,17.737239,,,
7.5281,17.637489,7.533164,17.743369,,,
7.431928,17.665005,7.502823,17.749332,,,
7.431928,17.665005,7.472436,17.755125,,,
7.431928,17.665005,7.442007,17.760743,,,
7.431928,17.665005,7.411446,17.766201,,,
7.335455,17.691462,7.379656,17.771884,,,
7.335455,17.691462,7.347129,17.777882,,,
7.335455,17.691462,7.314416,17.784239,,,
7.238694,17.716867,7.281732,17.791041,,,
7.238694,17.716867,7.249144,17.798387,,,
7.238694,17.716867,7.216652,17.806379,,,
7.141657,17.741224,7.184234,17.815109,,,
7.141657,17.741224,7.152092,17.824588,,,
7.141657,17.741224,7.121455,17.834065,,,
7.044355,17.76454,7.091763,17.843451,,,
7.044355,17.76454,7.06248,17.852768,,,
7.044355,17.76454,7.033292,17.862031,,,
6.946801,17.786814,7.00366,17.87116,,,
6.946801,17.786814,6.972213,17.880184,,,
6.946801,17.786814,6.939399,17.888742,,,
6.849007,17.808056,6.905574,17.896666,,,
6.849007,17.808056,6.870897,17.903773,,,
6.849007,17.808056,6.835607,17.909988,,,
6.750984,17.828255,6.800039,17.915368,,,
6.750984,17.828255,6.764384,17.919931,,,
6.750984,17.828255,6.728838,17.923797,,,
6.652745,17.847387,6.693746,17.927223,,,
6.652745,17.847387,6.659206,17.930471,,,
6.652745,17.847387,6.625168,17.933773,,,
6.554302,17.865417,6.591531,17.937315,,,
6.554302,17.865417,6.558185,17.941257,,,
6.554302,17.865417,6.525031,17.94573,,,
6.455666,17.882318,6.49198,17.950838,,,
6.455666,17.882318,6.458967,17.956681,,,
6.455666,17.882318,6.425936,17.963351,,,
6.35685,17.898056,6.392849,17.97093,,,
6.35685,17.898056,6.359741,17.97947,,,
6.35685,17.898056,6.326702,17.988829,,,
6.257866,17.912601,6.293837,17.998736,,,
6.257866,17.912601,6.261193,18.008849,,,
6.257866,17.912601,6.228704,18.018938,,,
6.158726,17.92592,6.196257,18.028831,,,
6.158726,17.92592,6.163731,18.038382,,,
6.158726,17.92592,6.13101,18.047473,,,
6.059443,17.937984,6.097991,18.056009,,,
6.059443,17.937984,6.06457,18.063877,,,
6.059443,17.937984,6.030662,18.070979,,,
5.960026,17.948761,5.996186,18.077227,,,
5.960026,17.948761,5.961065,18.082507,,,
5.960026,17.948761,5.925469,18.08673,,,
5.860491,17.958231,5.889923,18.090141,,,
5.860491,17.958231,5.854794,18.093034,,,
5.760848,17.966465,5.820162,18.095688,,,
5.760848,17.966465,5.785928,18.098309,,,
5.760848,17.966465,5.751916,18.10091,,,
5.661111,17.973572,5.717991,18.103481,,,
5.661111,17.973572,5.684085,18.106007,,,
5.661111,17.973572,5.650168,18.108475,,,
5.561293,17.979656,5.616228,18.110872,,,
5.561293,17.979656,5.58226,18.113188,,,
5.561293,17.979656,5.548265,18.115406,,,
5.461406,17.984831,5.514244,18.117525,,,
5.461406,17.984831,5.480199,18.11953,,,
5.461406,17.984831,5.446132,18.121423,,,
5.361465,17.989202,5.412047,18.123194,,,
5.361465,17.989202,5.377945,18.124837,,,
5.361465,17.989202,5.343829,18.126354,,,
5.26148,17.99288,5.309699,18.12774,,,
5.26148,17.99288,5.275559,18.128994,,,
5.26148,17.99288,5.24141,18.13011,,,
5.161467,17.995972,5.207253,18.13109,,,
5.161467,17.995972,5.173088,18.131933,,,
5.161467,17.995972,5.138919,18.132639,,,
5.061437,17.998585,5.104746,18.133202,,,
5.061437,17.998585,5.070568,18.133628,,,
5.061437,17.998585,5.036389,18.133913,,,
4.961404,18.000828,5.002209,18.134055,,,
4.961404,18.000828,4.968028,18.134058,,,
4.961404,18.000828,4.933847,18.133919,,,
4.861374,18.002771,4.899668,18.133637,,,
4.861374,18.002771,4.865491,18.133214,,,
4.861374,18.002771,4.831316,18.132649,,,
4.76135,18.004435,4.797145,18.131942,,,
4.76135,18.004435,4.762978,18.131093,,,
4.76135,18.004435,4.728815,18.130101,,,
4.661328,18.005831,4.694713,18.129043,,,
4.661328,18.005831,4.660761,18.128125,,,
4.661328,18.005831,4.626936,18.127524,,,
4.561311,18.006975,4.593177,18.127368,,,
4.561311,18.006975,4.559407,18.127782,,,
4.561311,18.006975,4.525628,18.128685,,,
4.461298,18.007883,4.491841,18.129782,,,
4.461298,18.007883,4.457993,18.130845,,,
4.461298,18.007883,4.424013,18.131648,,,
4.361287,18.00857,4.389826,18.132024,,,
4.361287,18.00857,4.355483,18.13192,,,
4.361287,18.00857,4.321087,18.131395,,,
4.26128,18.009052,4.28669,18.130503,,,
4.26128,18.009052,4.252315,18.129281,,,
4.26128,18.009052,4.217974,18.127764,,,
4.161275,18.009344,4.183669,18.125981,,,
4.161275,18.009344,4.149403,18.123952,,,
4.161275,18.009344,4.115263,18.121853,,,
4.061274,18.009459,4.081293,18.119895,,,
4.061274,18.009459,4.047444,18.118246,,,
4.061274,18.009459,4.013637,18.117045,,,
3.961274,18.009415,3.979789,18.11641,,,
3.961274,18.009415,3.945821,18.116452,,,
3.961274,18.009415,3.911672,18.117269,,,
3.861277,18.009224,3.877353,18.118917,,,
3.861277,18.009224,3.842982,18.121263,,,
3.761282,18.008904,3.808745,18.123995,,,
3.761282,18.008904,3.774691,18.126854,,,
3.761282,18.008904,3.740788,18.129724,,,
3.661289,18.008467,3.706956,18.132453,,,
3.661289,18.008467,3.673075,18.134669,,,
3.661289,18.008467,3.639065,18.136328,,,
3.561297,18.007931,3.604864,18.137315,,,
3.561297,18.007931,3.57048,18.137577,,,
3.561297,18.007931,3.536021,18.137238,,,
3.461306,18.007311,3.501552,18.136384,,,
3.461306,18.007311,3.467103,18.135079,,,
3.461306,18.007311,3.43269,18.133385,,,
3.361316,18.00662,3.398354,18.131341,,,
3.361316,18.00662,3.364222,18.129065,,,
3.361316,18.00662,3.330242,18.12705,,,
3.261328,18.005875,3.296365,18.125321,,,
3.261328,18.005875,3.262523,18.123878,,,
3.261328,18.005875,3.228683,18.122625,,,
3.16134,18.005091,3.194829,18.121524,,,
3.16134,18.005091,3.160953,18.120548,,,
3.16134,18.005091,3.127057,18.119664,,,
3.061352,18.004282,3.093142,18.118855,,,
3.061352,18.004282,3.059211,18.118101,,,
3.061352,18.004282,3.025266,18.117387,,,
2.961364,18.003464,2.99131,18.116704,,,
2.961364,18.003464,2.957346,18.116041,,,
2.961364,18.003464,2.923375,18.115388,,,
2.861376,18.002651,2.889398,18.114741,,,
2.861376,18.002651,2.855416,18.114095,,,
2.861376,18.002651,2.821432,18.113444,,,
2.761388,18.00186,2.787446,18.112786,,,
2.761388,18.00186,2.753457,18.112119,,,
2.761388,18.00186,2.719468,18.111439,,,
2.6614,18.001104,2.685478,18.110744,,,
2.6614,18.001104,2.651488,18.110035,,,
2.6614,18.001104,2.617497,18.109308,,,
2.56141,18.000401,2.583507,18.108564,,,
2.56141,18.000401,2.549648,18.107808,,,
2.56141,18.000401,2.521281,18.106938,,,
2.46142,17.999763,2.498887,18.105838,,,
2.46142,17.999763,2.479482,18.10458,,,
2.46142,17.999763,2.461412,18.103095,,,
2.46142,17.999763,2.443847,18.101304,,,
2.46142,17.999763,2.426403,18.099129,,,
2.361428,17.999199,2.40901,18.096609,,,
2.361428,17.999199,2.391684,18.093794,,,
2.361428,17.999199,2.37443,18.090724,,,
2.361428,17.999199,2.357247,18.087436,,,
2.361428,17.999199,2.340131,18.083956,,,
2.361428,17.999199,2.323078,18.080307,,,
2.261436,17.998705,2.306083,18.076508,,,
2.261436,17.998705,2.288243,18.072372,,,
2.261436,17.998705,2.263624,18.066756,,,
2.261436,17.998705,2.234324,18.060279,,,
2.161442,17.998281,2.202924,18.053553,,,
2.161442,17.998281,2.170573,18.047064,,,
2.161442,17.998281,2.137773,18.040967,,,
2.061448,17.997921,2.104681,18.03543,,,
2.061448,17.997921,2.071335,18.030563,,,
2.061448,17.997921,2.037751,18.026368,,,
1.961452,17.997625,2.003882,18.022941,,,
1.961452,17.997625,1.969672,18.020389,,,
1.961452,17.997625,1.93507,18.0188,,,
1.861456,17.997387,1.900039,18.018261,,,
1.861456,17.997387,1.864658,18.018805,,,
1.861456,17.997387,1.829176,18.020278,,,
1.761459,17.997206,1.793732,18.022555,,,
1.761459,17.997206,1.761076,18.025265,,,
1.761459,17.997206,1.736063,18.027715,,,
1.761459,17.997206,1.715644,18.029938,,,
1.66146,17.997078,1.697506,18.031934,,,
1.66146,17.997078,1.680455,18.033659,,,
1.66146,17.997078,1.663848,18.034991,,,
1.66146,17.997078,1.64739,18.036,,,
1.66146,17.997078,1.630909,18.036661,,,
1.66146,17.997078,1.614313,18.036941,,,
1.561462,17.997,1.59755,18.036812,,,
1.561462,17.997,1.580586,18.036238,,,
1.561462,17.997,1.563397,18.035188,,,
1.561462,17.997,1.545981,18.033619,,,
1.561462,17.997,1.524008,18.031025,,,
1.461462,17.996969,1.495622,18.027039,,,
1.461462,17.996969,1.4642,18.022424,,,
1.461462,17.996969,1.431498,18.01773,,,
1.361462,17.996983,1.39829,18.013136,,,
1.361462,17.996983,1.364855,18.008826,,,
1.361462,17.996983,1.331268,18.004942,,,
1.261461,17.997038,1.297513,18.001612,,,
1.261461,17.997038,1.263545,17.998954,,,
1.261461,17.997038,1.229403,17.997018,,,
1.16146,17.997131,1.195171,17.995665,,,
1.16146,17.997131,1.160903,17.994798,,,
1.16146,17.997131,1.126628,17.994333,,,
1.061458,17.997259,1.092359,17.99419,,,
